"ID","cntry","cntry_code","year","gdppc","gdppc_lag2","gdppc_lag1","pop","unemp","lifeexp","popden","rural","tourarriv","export","import","grossexp","inflation","fertility","industry","biz","evecount","gdppcgr","gdppcgr_lag2","gdppcgr_lag1","TreatBRA","TreatGBR","TreatCAN","TreatZAF","expimp"
16,"Ireland","IRL",2007,59566.3643,56918.58224,58214.06503,4398942,4.980000019,79.64146341,63.85458,39.06,8332000,80.78242,72.51126,91.59976,1.210592,2.01,28.45742,22.20480588,0,2.32297688,3.422103586,2.276027869,0,0,0,0,1.11406724969336
17,"Israel","ISR",2007,33784.07315,31347.90837,32512.37633,7180100,9.37899971,80.50487805,331.7976,8.359,2067000,40.45854,41.38511,100.9266,1.268652,2.9,22.24737,4.916260554,0,3.911423783,2.095888933,3.714659219,0,0,0,0,0.977611029667434
18,"Italy","ITA",2007,45563.3111,44462.60661,45122.94628,58438310,6.074999809,81.43414634,198.6752,32.026,43654000,27.36104,27.70041,100.3394,2.478995,1.4,23.77192,2.984923085,1,0.975922133,0.323656244,1.48515736,0,0,0,0,0.987748556790315
19,"Japan","JPN",2007,38483.15474,37393.49388,37900.45745,128001000,3.900000095,82.50707317,351.1687,11.854,8347000,17.49332,15.60057,98.10727,-0.72948,1.34,29.8825,0.479068377,3,1.537441316,1.653122597,1.355753419,0,0,0,0,1.12132569515088
20,"Korea, Rep.","KOR",2007,30065.69054,27385.91541,28652.57336,48683638,3.200000048,79.1195122,502.3074,18.369,6448000,37.39218,36.48235,98.88533,2.397231,1.25,33.45375,0.752754048,2,5.266361146,4.087645147,4.712927655,0,0,0,0,1.02493890881481
21,"Latvia","LVA",2007,25225.70924,20141.68049,22743.81188,2200325,6.052000046,71.0195122,35.37727,32.1,1653000,38.45523,57.47839,119.0232,20.12542,1.54,21.67253,8.78184452,0,10.91240721,11.94653212,12.91913744,0,0,0,0,0.669038050648252
22,"Lithuania","LTU",2007,25921.21174,21128.55156,23058.60595,3231294,4.25,70.9,51.55223,33.223,1486000,50.35831,63.48312,113.1248,8.567988,1.36,29.58728,6.546916554,0,12.41447902,9.496003055,9.134816375,0,0,0,0,0.793255120416262
23,"Luxembourg","LUX",2007,115415.4347,104501.9081,108174.2549,479993,4.065000057,79.38292683,197.528,12.591,914000,182.888,149.6168,66.72885,1.490136,1.61,14.86946,-58.32288048,0,6.693995532,1.605863332,3.514143258,0,0,0,0,1.22237609680196
24,"Mexico","MEX",2007,18490.45516,17815.19483,18346.87834,109170502,3.628000021,75.255,56.15911,23.08,21606000,27.52724,29.26804,100.6897,5.789061,2.421,33.83514,3.142469456,0,0.782568094,0.869515797,2.984438342,0,0,0,0,0.940522153174589
25,"Netherlands","NLD",2007,53158.99431,49700.25743,51337.85601,16381696,4.152999878,80.09756098,485.2398,15.461,11008000,68.77546,61.68241,92.90696,2.072206,1.72,21.15509,86.58908577,1,3.547359495,1.812699159,3.294949888,0,0,0,0,1.11499307501117
26,"New Zealand","NZL",2007,37579.47363,36242.87831,36822.01765,4223800,3.661000013,80.15121951,16.04117,13.66,2434000,29.24507,29.12412,99.87904,5.385327,2.18,22.94704,3.157217005,0,2.113660082,2.160712342,1.60042419,0,0,0,0,1.00415291517821
27,"Norway","NOR",2007,62952.06579,60798.02905,61757.65454,4709153,2.493000031,80.39512195,12.89317,21.766,4377000,43.29847,29.88576,86.58729,2.956784,1.9,37.17782,6.187028113,1,1.934029482,1.92887818,1.578382562,0,0,0,0,1.44879936130117
28,"Poland","POL",2007,21538.61788,18929.55489,20112.07459,38120560,9.602000237,75.24390244,124.4469,38.771,14975000,38.56478,42.09763,103.5328,3.713327,1.31,28.97097,5.833897208,0,7.093368002,3.538719402,6.246642985,0,0,0,0,0.916079598780264
29,"Portugal","PRT",2007,32291.95582,31115.55937,31564.22603,10542964,7.964000225,78.32195122,115.2614,41.251,6788000,31.19418,38.75193,107.5577,2.966345,1.35,21.15335,2.504110208,1,2.305552455,0.59503861,1.441936091,0,0,0,0,0.804971004024832
30,"Slovak Republic","SVK",2007,24783.90694,20618.10508,22368.20892,5374622,11.14299965,74.20731707,111.7385,44.739,1685000,83.38086,82.94869,99.56783,1.115544,1.27,33.54472,5.85077573,0,10.79969361,6.613003283,8.488189504,0,0,0,0,1.00521008830881
31,"Slovenia","SVN",2007,35062.1581,31266.86349,32958.23905,2018122,4.81799984,78.56097561,100.2047,48.017,1751000,67.89907,69.22808,101.329,4.177484,1.38,30.65369,3.925533737,0,6.383590592,3.618338776,5.409482666,0,0,0,0,0.980802443170459
32,"Spain","ESP",2007,39598.90708,38038.37344,38935.24722,45226803,8.232000351,80.87317073,90.6149,22.26,58666000,25.98474,31.76286,105.7781,3.416447,1.38,26.30365,4.634754727,0,1.704522023,1.915695738,2.357813153,0,0,0,0,0.818085650977273
33,"Sweden","SWE",2007,49025.58151,45908.57989,47752.16199,9148092,6.160999775,80.9,22.29393,15.412,5224000,47.61026,41.55182,94.31144,2.845193,1.88,25.44401,9.393030906,0,2.675002671,2.44824844,4.075714897,0,0,0,0,1.14580444370427
34,"Switzerland","CHE",2007,64943.52257,60905.49524,62938.62798,7551117,3.65199995,81.74146341,191.0901,26.47,8448000,61.30364,50.00721,88.70352,2.414838,1.46,26.16618,10.14523321,0,3.185584608,2.456798944,3.338088146,0,0,0,0,1.22589602579308
35,"Turkey","TUR",2007,19982.2317,18201.36309,19253.46823,69581848,8.868000031,73.235,90.40948,30.947,26122000,21.22022,26.06936,104.8491,6.216642,2.213,26.45674,3.262500013,0,3.785102354,7.577002429,5.780364542,0,0,0,0,0.813990830614944
36,"United Kingdom","GBR",2007,44323.21605,42739.74623,43609.73529,61322463,5.262000084,79.44878049,253.4719,19.521,30870000,25.23975,27.21927,101.9795,2.584719,1.86,19.67853,6.756623948,1,1.636058451,2.47371181,2.035550356,0,1,0,0,0.92727505182909
37,"United States","USA",2007,55996.89839,54473.35791,55490.896,301231207,4.622000217,77.98780488,32.87861,19.731,56135000,11.49231,16.46349,104.9712,2.686279,2.12,21.44613,2.398397385,3,0.911865598,2.563502406,1.867955514,0,0,0,0,0.698048226712562
38,"Brazil","BRA",2007,13560.5451,12561.82017,12917.91688,190130443,8.326999664,72.618,22.74794,16.552,5026000,13.32768,11.96494,98.63726,6.439038,1.882,23.12538,3.190894842,0,4.974704674,2.026307404,2.834754095,0,0,0,0,1.11389442822112
39,"China","CHN",2007,6738.294474,5290.03745,5929.700117,1317885000,4.347000122,73.553,140.3766,54.801,54720000,35.4348,26.75857,91.92275,7.74918,1.617,46.88416,4.400965217,0,13.63634486,10.74255231,12.09183627,0,0,0,0,1.32424116834345
40,"India","IND",2007,3653.214964,3237.553833,3444.863616,1183209472,5.322999954,65.35,397.9596,70.094,5082000,20.7997,24.88657,107.5535,6.944418,2.823,30.90324,2.073395746,0,6.04817406,6.231948516,6.403284515,0,0,0,0,0.835780101476419
41,"Indonesia","IDN",2007,7318.192526,6698.135566,6973.262507,232374245,8.06000042,68.105,128.2723,52.465,5506000,29.43572,25.39353,96.80944,11.25858,2.505,46.79914,1.603010572,0,4.946465429,4.289595233,4.107515275,0,0,0,0,1.15918188609461
42,"South Africa","ZAF",2007,12402.05123,11434.91381,11924.07464,49119759,26.66600037,54.452,40.49144,39.384,9091000,31.17385,32.50924,100.2831,8.849399,2.61,26.52626,2.199883486,0,4.008500447,3.982017457,4.277783336,0,0,0,1,0.958922755499667
43,"Costa Rica","CRI",2007,15196.90269,13465.31785,14240.8193,4404628,4.489999771,78.362,86.26377,31.826,1980000,40.79568,46.11585,105.3202,10.53528,1.948,24.01304,8.381297939,0,6.713682506,2.40819857,5.759250942,0,0,0,0,0.884634675496602
44,"Russian Federation","RUS",2007,23954.43155,20303.19614,22040.0955,142805088,6.001999855,67.58682927,8.719462,26.447,22909000,30.16406,21.54206,90.24043,13.84124,1.416,31.22204,4.298948386,0,8.685760611,6.806606168,8.554944957,0,0,0,0,1.40024027414277
1,"Australia","AUS",2008,45196.7317,43106.04404,44484.41949,21249200,4.234000206,81.39512195,2.765995,15.057,5586000,20.16167,22.70866,102.5472,4.525578,1.984,25.59353,4.28465048,1,1.601262237,1.289259674,3.197638455,0,0,0,0,0.88784058592625
2,"Austria","AUT",2008,53458.60478,51120.44956,52854.3176,8321496,4.127999783,80.43170732,100.7713,42.034,21935000,53.24886,48.82482,95.56487,1.956322,1.42,26.96021,1.464380046,1,1.143307119,2.943417859,3.391730827,0,0,0,0,1.09061047229667
3,"Belgium","BEL",2008,48462.13098,47250.21642,48629.15501,10709973,6.975999832,79.6804878,353.6979,2.445,7165000,80.88062,80.20783,99.32721,1.908858,1.85,21.59545,36.9532515,1,-0.343464812,1.878186998,2.918375182,0,0,0,0,1.00838808380678
4,"Canada","CAN",2008,46037.95682,43534.37638,46074.95263,33247118,6.137000084,80.69512195,3.656137,19.422,17142000,34.48067,32.70987,98.49799,3.997499,1.6808,29.72002,4.52638317,0,-0.080294856,3.11869305,5.835793381,0,0,1,0,1.05413656489616
5,"Chile","CHL",2008,20193.48191,18995.17193,19715.15341,16708258,9.284999847,78.33,22.47147,13.041,2710000,41.42417,39.36561,97.94144,-0.05344,1.895,34.23929,10.28348767,0,2.426197172,5.200451342,3.790339389,0,0,0,0,1.05229335961008
6,"Colombia","COL",2008,11507.57154,10684.74724,11276.43866,44254975,11.27299976,74.962,39.88731,22.796,2317000,18.1096,21.05805,102.9541,7.741429,2.081,32.13109,4.361982099,0,2.07578651,5.350392509,5.428615443,0,0,0,0,0.85998466144776
7,"Czech Republic","CZE",2008,34710.74805,32466.09481,34085.56926,10384603,4.392000198,76.97560976,134.4285,26.606,6649000,63.22637,61.06246,97.8361,2.05414,1.51,34.16461,3.739795465,0,1.834145074,6.564559093,4.988202194,0,0,0,0,1.03543764859785
8,"Denmark","DNK",2008,53109.03318,53449.60163,53696.92978,5493621,3.434000015,78.44634146,129.4749,13.513,9564000,54.1758,50.65243,96.47663,4.134693,1.89,22.59393,0.620106753,0,-1.094842118,3.572063427,0.462731525,0,0,0,0,1.06955974274087
9,"Estonia","EST",2008,29667.06565,28847.38573,31174.05441,1337090,5.454999924,73.77073171,31.54258,31.649,2222000,66.31156,70.21136,103.379,6.900867,1.72,26.18741,8.113086287,0,-4.834111988,10.36763268,8.065440131,0,0,0,0,0.944456281718514
10,"Finland","FIN",2008,48861.70413,46453.89675,48707.83219,5313399,6.368999958,79.56829268,17.48404,16.701,2494000,44.90001,41.28433,96.13363,3.037215,1.85,29.56323,6.820029147,0,0.31590803,3.628982294,4.851983566,0,0,0,0,1.08757996072602
11,"France","FRA",2008,43174.34239,42543.09799,43305.89293,64374984,7.063000202,81.21463415,117.5676,22.132,79218000,28.11938,29.2777,101.1584,2.367074,2.01,18.81383,2.329970036,1,-0.303770529,1.737523985,1.792993386,0,0,0,0,0.960436782944015
12,"Germany","DEU",2008,47572.41643,45605.74203,47029.49775,82110097,7.524000168,79.73658537,235.5222,23.425,24884000,43.79919,37.72561,93.92642,0.906944,1.38,26.84868,0.829879478,1,1.154421594,3.93175423,3.121878224,0,0,0,0,1.16099355318575
13,"Greece","GRC",2008,37696.93096,36815.72929,37924.24503,11077841,7.760000229,79.93902439,85.94136,24.432,15939000,23.36157,35.96815,112.6066,4.344583,1.5,15.65978,1.617512411,1,-0.599389824,5.335601824,3.01098405,0,0,0,0,0.649507133394406
14,"Hungary","HUN",2008,25979.67081,25561.00775,25662.63536,10038188,7.816999912,73.70243902,112.0208,32.057,8814000,79.2757,78.91958,99.64388,4.789524,1.35,25.70803,47.49558474,0,1.235397085,4.193132949,0.397588452,0,0,0,0,1.00451244165263
15,"Iceland","ISL",2008,51889.43989,48606.83655,51830.92694,317414,2.946000099,81.6097561,3.166224,6.605,502000,40.63018,42.78858,102.1584,12.03307,2.15,22.97031,6.722535844,0,0.112891983,2.806959279,6.632994125,0,0,0,0,0.949556634036465
16,"Ireland","IRL",2008,55749.33198,58214.06503,59566.3643,4489544,6.774000168,80.09512195,65.16975,38.859,8026000,84.11497,75.51018,92.06724,-0.31725,2.06,25.8094,8.467051997,0,-6.408033071,2.276027869,2.32297688,0,0,0,0,1.11395536336955
17,"Israel","ISR",2008,34183.68039,32512.37633,33784.07315,7308800,7.703999996,80.95121951,337.7449,8.298,2572000,38.46629,39.11075,100.6445,2.400052,2.96,21.78976,4.754259345,0,1.18282728,3.714659219,3.911423783,0,0,0,0,0.983522177406468
18,"Italy","ITA",2008,44827.03505,45122.94628,45563.3111,58826731,6.72300005,81.48536585,199.9957,31.908,42734000,26.86277,27.6301,100.7673,2.400703,1.45,23.60138,-0.396087837,1,-1.615940627,1.48515736,0.975922133,0,0,0,0,0.972228475466973
19,"Japan","JPN",2008,38043.89845,37900.45745,38483.15474,128063000,4,82.58756098,351.3388,10.897,8351000,17.42404,16.97498,99.55096,-0.9809,1.37,29.00529,0.488791043,3,-1.141424849,1.355753419,1.537441316,0,0,0,0,1.0264542285175
20,"Korea, Rep.","KOR",2008,30682.45229,28652.57336,30065.69054,49054708,3.200000048,79.51707317,505.7708,18.267,6891000,47.64189,47.87447,100.0905,2.956663,1.192,32.51022,1.068183262,2,2.23375226,4.712927655,5.266361146,0,0,0,0,0.995141878333065
21,"Latvia","LVA",2008,24639.15108,22743.81188,25225.70924,2177322,7.738999844,72.4195122,35.00743,32.166,1684000,39.47359,52.36787,112.8943,11.72529,1.58,21.87247,4.022305809,0,-2.325239512,12.91913744,10.91240721,0,0,0,0,0.753774976908551
22,"Lithuania","LTU",2008,26877.45484,23058.60595,25921.21174,3198231,5.826000214,71.81219512,51.02882,33.152,1611000,57.13901,68.71041,111.5714,9.704807,1.45,29.18913,3.610534684,0,3.689037017,9.134816375,12.41447902,0,0,0,0,0.831591748615676
23,"Luxembourg","LUX",2008,111920.0414,108174.2549,115415.4347,488650,5.059999943,80.53902439,201.0905,12.2,877000,187.1119,156.4499,69.33807,3.883716,1.61,13.37648,12.74333532,0,-3.028531918,3.514143258,6.693995532,0,0,0,0,1.19598606327009
24,"Mexico","MEX",2008,18424.32719,18346.87834,18490.45516,110815271,3.874000072,75.194,57.00521,22.778,22931000,27.7015,30.07554,101.769,6.172512,2.391,34.75619,2.908353113,0,-0.357632988,2.984438342,0.782568094,0,0,0,0,0.92106409394478
25,"Netherlands","NLD",2008,54101.69285,51337.85601,53158.99431,16445593,3.654000044,80.25121951,487.1325,14.598,10104000,69.79363,61.26626,91.47263,2.306326,1.77,21.50996,20.62558999,1,1.773356602,3.294949888,3.547359495,0,0,0,0,1.13918541787927
26,"New Zealand","NZL",2008,36885.95279,36822.01765,37579.47363,4259800,4.166999817,80.35121951,16.17789,13.72,2371000,32.04048,32.29149,100.251,2.517871,2.19,23.21496,1.944603649,0,-1.866462286,1.60042419,2.113660082,0,0,0,0,0.992226744569544
27,"Norway","NOR",2008,62468.51908,61757.65454,62952.06579,4768212,2.549999952,80.59268293,13.05487,21.474,4347000,45.91671,28.97265,83.05643,10.40588,1.96,40.29481,4.451751149,1,-0.768118887,1.578382562,1.934029482,0,0,0,0,1.58482948573914
28,"Poland","POL",2008,22450.8629,20112.07459,21538.61788,38125759,7.118000031,75.54390244,124.472,38.884,12960000,37.85717,42.89767,105.0405,3.876622,1.39,29.10798,2.730168024,0,4.235572336,6.246642985,7.093368002,0,0,0,0,0.882499445774095
29,"Portugal","PRT",2008,32348.36991,31564.22603,32291.95582,10558177,7.552000046,78.52439024,115.4278,40.641,6962000,31.26108,40.81466,109.5536,1.737725,1.39,20.38628,2.980457807,1,0.174701188,1.441936091,2.305552455,0,0,0,0,0.765927732829331
30,"Slovak Republic","SVK",2008,26143.15284,22368.20892,24783.90694,5379233,9.508000374,74.70487805,111.8344,44.889,1767000,80.148,81.92286,101.7749,2.858075,1.34,33.05655,4.61920382,0,5.484389109,8.488189504,10.79969361,0,0,0,0,0.978334984887002
31,"Slovenia","SVN",2008,36235.43582,32958.23905,35062.1581,2021316,4.370999813,78.76585366,100.3324,47.791,1958000,66.31325,68.41827,102.105,4.465617,1.53,29.78826,1.94544192,0,3.346279253,5.409482666,6.383590592,0,0,0,0,0.96923307180962
32,"Spain","ESP",2008,39317.92594,38935.24722,39598.90708,45954106,11.25399971,81.17560976,92.12932,22.024,57192000,25.62393,30.3594,104.7355,2.254248,1.45,26.29042,4.558669541,0,-0.709567924,2.357813153,1.704522023,0,0,0,0,0.844019644657009
33,"Sweden","SWE",2008,48527.27581,47752.16199,49025.58151,9219637,6.235000134,81.1,22.46829,15.254,4555000,49.08692,43.47723,94.72813,3.252863,1.91,24.4833,8.003875183,0,-1.223069578,4.075714897,2.675002671,0,0,0,0,1.12902592920478
34,"Switzerland","CHE",2008,65505.25738,62938.62798,64943.52257,7647675,3.349999905,81.99268293,193.5336,26.444,8608000,62.66116,52.11823,89.45708,2.027146,1.48,26.50274,0.539526277,1,0.864917241,3.338088146,3.185584608,0,0,0,0,1.20228871932144
35,"Turkey","TUR",2008,19911.684,19253.46823,19982.2317,70418604,9.710000038,73.649,91.4967,30.349,29792000,22.82626,27.08007,104.2538,12.03734,2.189,26.23655,2.597157388,0,-0.353052184,5.780364542,3.785102354,0,0,0,0,0.842917318899102
36,"United Kingdom","GBR",2008,43852.10763,43609.73529,44323.21605,61806995,5.614999771,79.6,255.4747,19.243,30142000,26.98941,29.1407,102.1513,2.877284,1.91,20.03584,8.672014077,1,-1.062893134,2.035550356,1.636058451,0,1,0,0,0.92617576104898
37,"United States","USA",2008,55393.97974,55490.896,55996.89839,304093966,5.78399992,78.03902439,33.24369,19.562,58007000,12.48606,17.40073,104.9147,1.945132,2.072,20.86074,2.318328109,3,-1.076700087,1.867955514,0.911865598,0,0,0,0,0.71755955066253
38,"Brazil","BRA",2008,14110.34514,12917.91688,13560.5451,192030362,7.342999935,72.966,22.97525,16.251,5050000,13.534,13.72357,100.1896,8.778553,1.847,23.08529,2.990663287,0,4.054409568,2.834754095,4.974704674,1,0,0,0,0.986186538925367
39,"China","CHN",2008,7351.066356,5929.700117,6738.294474,1324655000,4.586999893,73.835,141.0977,53.461,53049000,32.60272,25.01,92.62775,7.791802,1.62,46.97116,3.733635039,1,9.093872102,12.09183627,13.63634486,0,0,0,0,1.30358736505398
40,"India","IND",2008,3711.213336,3444.863616,3653.214964,1200669765,5.281000137,65.794,403.8322,69.754,5283000,24.09736,29.27086,105.0658,9.19397,2.743,31.13672,3.620521897,0,1.587598136,6.403284515,6.04817406,0,0,0,0,0.823254253547726
41,"Indonesia","IDN",2008,7656.295456,6973.262507,7318.192526,235469762,7.209000111,68.485,129.981,51.665,6234000,29.80828,28.75312,96.86128,18.14975,2.499,48.06074,1.826329024,0,4.620033267,4.107515275,4.946465429,0,0,0,0,1.03669723494355
42,"South Africa","ZAF",2008,12628.20109,11924.07464,12402.05123,49779471,22.43300056,55.36,41.03527,38.846,9592000,35.62244,37.24295,101.8232,8.831509,2.611,28.28426,3.447015663,0,1.823487575,4.277783336,4.008500447,0,0,0,1,0.95648814070851
43,"Costa Rica","CRI",2008,15695.05467,14240.8193,15196.90269,4463125,4.781000137,78.491,87.40942,30.61,2089000,39.04582,47.88861,108.8428,11.41769,1.923,23.68996,7.957789249,0,3.277983602,5.759250942,6.713682506,0,0,0,0,0.815346697262669
44,"Russian Federation","RUS",2008,25211.13053,22040.0955,23954.43155,142742350,6.204999924,67.94926829,8.716095,26.402,23676000,31.30956,22.07291,92.22991,18.01352,1.502,30.78688,4.502698778,0,5.246214034,8.554944957,8.685760611,0,0,0,0,1.41846090977583
1,"Australia","AUS",2009,45132.30771,44484.41949,45196.7317,21691700,5.56099987,81.54390244,2.823594,14.937,5490000,23.00481,22.79309,99.78828,5.001878,1.971,26.99904,3.091518205,1,-0.142541245,3.197638455,1.601262237,0,0,0,0,1.00928878006448
2,"Austria","AUT",2009,51311.52543,52854.3176,53458.60478,8343323,5.301000118,80.33170732,101.0357,42.317,21355000,45.20742,41.85481,96.9411,1.889264,1.39,25.79285,3.573476841,1,-4.016340042,3.391730827,1.143307119,0,0,0,0,1.08010094897098
3,"Belgium","BEL",2009,47102.33028,48629.15501,48462.13098,10796493,7.907999992,80.03414634,356.5553,2.397,6815000,68.834,66.57204,97.73803,0.533162,1.84,20.60003,16.07046087,1,-2.805903633,2.918375182,-0.343464812,0,0,0,0,1.03397762784496
4,"Canada","CAN",2009,44182.43386,46074.95263,46037.95682,33628895,8.343999863,80.99512195,3.69812,19.242,15737000,28.58804,30.03442,101.754,-2.31557,1.668,25.44564,1.527990701,0,-4.030419865,5.835793381,-0.080294856,0,0,1,0,0.951842585939732
5,"Chile","CHL",2009,19668.1592,19715.15341,20193.48191,16886186,11.31299973,78.558,22.71077,12.983,2760000,37.04077,29.29643,92.25566,4.654765,1.892,34.44018,8.037105618,0,-2.601446898,3.790339389,2.426197172,0,0,0,0,1.26434415387813
6,"Colombia","COL",2009,11517.4411,11276.43866,11507.57154,44750054,12.06599998,75.193,40.33353,22.413,2364000,16.4245,18.73163,102.3062,4.244564,2.033,31.24703,3.457326874,0,0.020720027,5.428615443,2.07578651,0,0,0,0,0.876832395258715
7,"Czech Republic","CZE",2009,32856.01471,34085.56926,34710.74805,10443936,6.662000179,77.07804878,135.1966,26.676,6032000,58.6843,54.80847,96.12417,2.598717,1.51,33.24695,2.5568019,0,-5.343397792,4.988202194,1.834145074,0,0,0,0,1.07071589482429
8,"Denmark","DNK",2009,50233.70269,53696.92978,53109.03318,5523095,6.006999969,78.59756098,130.1696,13.346,9265000,47.12607,42.62897,95.5029,0.529022,1.84,19.9502,1.173902421,0,-5.414013998,0.462731525,-1.094842118,0,0,0,0,1.10549398683571
9,"Estonia","EST",2009,25433.94166,31174.05441,29667.06565,1334515,13.54800034,74.82439024,31.48184,31.777,2180000,60.52196,55.58588,94.90219,-0.17509,1.7,23.34294,9.452423555,0,-14.26876512,8.065440131,-4.834111988,0,0,0,0,1.08880096887915
10,"Finland","FIN",2009,44702.01158,48707.83219,48861.70413,5338871,8.248999596,79.7195122,17.56785,16.571,2220000,36.08093,34.04238,97.68579,1.774091,1.86,25.6604,-3.495423618,0,-8.513195828,4.851983566,0.31590803,0,0,0,0,1.05988271090329
11,"France","FRA",2009,41718.61703,43305.89293,43174.34239,64707040,8.736000061,81.41463415,118.1741,21.883,76764000,24.83555,25.6269,100.7914,0.066628,2,18.30484,0.684810626,1,-3.37173719,1.792993386,-0.303770529,0,0,0,0,0.969120338394422
12,"Germany","DEU",2009,44975.9611,47029.49775,47572.41643,81902307,7.742000103,79.83658537,234.9396,23.229,24220000,38.11991,33.10881,94.9889,1.845472,1.36,24.7358,1.66878763,1,-5.457900872,3.121878224,1.154421594,0,0,0,0,1.15135246479713
13,"Greece","GRC",2009,35980.92247,37924.24503,37696.93096,11107017,9.616000175,80.18780488,86.1677,24.068,14915000,18.98219,28.76166,109.7795,2.569771,1.5,15.31347,0.838271128,1,-4.55211725,3.01098405,-0.599389824,0,0,0,0,0.659982421042457
14,"Hungary","HUN",2009,24276.72623,25662.63536,25979.67081,10022650,10.02999973,73.90487805,110.7108,31.54,9058000,74.39962,70.36845,95.96883,4.191323,1.32,25.06235,-2.135265715,0,-6.554912111,0.397588452,1.235397085,0,0,0,0,1.05728661068988
15,"Iceland","ISL",2009,48207.99405,51830.92694,51889.43989,318499,7.21999979,81.75121951,3.177047,6.489,494000,48.64495,39.82955,91.1846,10.8753,2.23,19.6202,0.483021796,0,-7.094788211,6.632994125,0.112891983,0,0,0,0,1.22132813451319
16,"Ireland","IRL",2009,52382.95935,59566.3643,55749.33198,4535375,12.60900021,80.1902439,65.83503,38.658,7189000,93.23671,79.76203,88.09716,-4.56221,2.06,25.47657,22.83984873,0,-6.038408903,2.32297688,-6.408033071,0,0,0,0,1.1689360213124
17,"Israel","ISR",2009,33684.79166,33784.07315,34183.68039,7485600,9.534000397,81.40487805,345.915,8.237,2321000,33.18804,30.69498,97.50695,4.252134,2.96,20.85421,2.220533386,0,-1.459435378,3.911423783,1.18282728,0,0,0,0,1.08122044712197
18,"Italy","ITA",2009,42266.73518,45563.3111,44827.03505,59095365,7.749000072,81.63658537,200.909,31.791,43239000,22.39916,23.0196,100.6204,1.678839,1.45,21.8848,0.757889695,1,-5.711508383,0.975922133,-1.615940627,0,0,0,0,0.973047316200108
19,"Japan","JPN",2009,35987.78013,38483.15474,38043.89845,128047000,5.099999905,82.93146341,351.2949,10.011,6790000,12.52091,11.96999,99.44905,-0.61127,1.37,27.27247,0.233713959,3,-5.404594188,1.537441316,-1.141424849,0,0,0,0,1.04602510110702
20,"Korea, Rep.","KOR",2009,30740.90766,30065.69054,30682.45229,49307835,3.599999905,79.96829268,508.014,18.165,7818000,45.18535,40.94827,95.28717,3.542297,1.149,32.90536,0.955768594,2,0.27526898,5.266361146,2.23375226,0,0,0,0,1.10347396849733
21,"Latvia","LVA",2009,21482.76651,25225.70924,24639.15108,2141669,17.51499939,73.0804878,34.44305,32.186,1323000,42.47134,44.087,101.6157,-9.7299,1.46,21.06238,-0.571493336,0,-12.81044368,10.91240721,-2.325239512,0,0,0,0,0.963352915825527
22,"Lithuania","LTU",2009,23151.42381,25921.21174,26877.45484,3162916,13.78499985,72.91463415,50.46535,33.158,1341000,51.9392,53.61938,101.6802,-3.29513,1.5,25.05664,-0.962123929,0,-13.8630352,12.41447902,3.689037017,0,0,0,0,0.968664688028843
23,"Luxembourg","LUX",2009,105077.9515,115415.4347,111920.0414,497783,5.122000217,80.63658537,204.849,11.822,847000,164.0695,131.9033,67.83379,1.398018,1.59,11.522,53.05599775,0,-6.113373271,6.693995532,-3.028531918,0,0,0,0,1.24386198070859
24,"Mexico","MEX",2009,17194.65681,18490.45516,18424.32719,112463887,5.355999947,75.128,57.85328,22.48,22346000,27.155,28.81277,100.6344,3.947663,2.364,31.89409,2.128245498,0,-6.67416705,0.782568094,-0.357632988,0,0,0,0,0.942464053265271
25,"Netherlands","NLD",2009,51850.50054,53158.99431,54101.69285,16530388,4.347000122,80.54878049,490.0797,13.712,9921000,62.23701,54.65254,92.41552,0.220702,1.79,20.30849,11.04179359,1,-4.161038583,3.547359495,1.773356602,0,0,0,0,1.13877616667039
26,"New Zealand","NZL",2009,36440.99022,37579.47363,36885.95279,4302600,6.120999813,80.70243902,16.34044,13.78,2373000,28.73761,26.41521,97.67775,2.662722,2.13,21.42195,-0.043166119,0,-1.139261275,2.113660082,-1.866462286,0,0,0,0,1.08791904361162
27,"Norway","NOR",2009,60620.3345,62952.06579,62468.51908,4828726,3.102999926,80.79512195,13.22055,21.185,4346000,39.23568,27.81912,88.58344,-5.21392,1.98,34.30173,2.236141349,1,-2.958585549,1.934029482,-0.768118887,0,0,0,0,1.41038537523833
28,"Poland","POL",2009,23068.39837,21538.61788,22450.8629,38151603,8.166999817,75.69512195,124.5645,38.996,11890000,37.18464,38.04166,100.857,3.771234,1.4,29.80576,3.188993631,0,2.750474183,7.093368002,4.235572336,0,0,0,0,0.977471540411223
29,"Portugal","PRT",2009,31308.56726,32291.95582,32348.36991,10568247,9.43200016,78.72682927,115.3865,40.036,6439000,27.29374,34.19895,106.9052,1.098136,1.34,19.85719,2.292077035,1,-3.214390644,2.305552455,0.174701188,0,0,0,0,0.798087075772794
30,"Slovak Republic","SVK",2009,24683.98956,24783.90694,26143.15284,5386406,12.02499962,74.9097561,112.0068,45.04,1298000,68.03612,68.20457,100.1685,-1.16122,1.44,29.4367,1.708194083,0,-5.581435756,10.79969361,5.484389109,0,0,0,0,0.997530224147737
31,"Slovenia","SVN",2009,33198.79016,35062.1581,36235.43582,2039669,5.856999874,78.97073171,101.2454,47.567,1824000,57.26429,55.85758,98.59329,3.399683,1.53,27.37382,-0.68887187,0,-8.380320513,6.383590592,3.346279253,0,0,0,0,1.02518386940501
