"ID","cntry","cntry_code","year","gdppc","gdppc_lag2","gdppc_lag1","pop","unemp","lifeexp","popden","rural","tourarriv","export","import","grossexp","inflation","fertility","industry","biz","evecount","gdppcgr","gdppcgr_lag2","gdppcgr_lag1","TreatBRA","TreatGBR","TreatCAN","TreatZAF","expimp"
40,"India","IND",2001,2650.314193,2521.475559,2572.436816,1075000085,5.65899992,62.907,361.5645,72.082,2537000,12.55838,13.43488,102.5667,3.215616,3.244,26.48778,1.056378305,0,3.027377624,6.8981155,2.021088695,0,0,0,0,0.93475937261814
41,"Indonesia","IDN",2001,5815.438767,5496.882137,5688.295069,214427417,6.081999779,66.037,118.3655,57.217,5153000,39.03214,30.76107,92.57849,14.29572,2.509,47.8935,-1.855686193,0,2.235181135,-0.605438282,3.482209125,0,0,0,0,1.26888108898683
42,"South Africa","ZAF",2001,10224.02288,9819.591268,10088.85337,45571274,30.89599991,55.089,37.56628,42.632,5787000,29.37483,25.42681,97.16607,7.64186,2.652,29.55043,5.983101185,0,1.339790661,0.884308714,2.742090718,0,0,0,0,1.15526996898156
43,"Costa Rica","CRI",2001,12256.86957,11842.62234,12057.79295,4034074,5.914999962,77.601,79.00654,39.59,1131000,40.66846,40.50343,99.83496,9.759028,2.275,25.31142,3.907699434,0,1.651020457,1.761908321,1.816916923,0,0,0,0,1.00407446974244
44,"Russian Federation","RUS",2001,15577.88245,13361.15438,14759.2208,145976083,8.977999687,65.38341463,8.911609,26.654,21595000,36.89349,24.21737,87.77132,16.47962,1.223,31.83735,0.928663004,0,5.546717048,6.72949582,10.463718,0,0,0,0,1.52343090930188
1,"Australia","AUS",2002,39935.61035,38652.01499,38870.6746,19651400,6.368000031,79.93658537,2.55801,15.778,4841000,20.77459,20.78268,100.0081,2.860394,1.756,23.63173,3.713762123,1,2.739689402,2.701289318,0.565713356,0,0,0,0,0.999610733553132
2,"Austria","AUT",2002,47680.20688,46725.56529,47136.87133,8081957,4.848999977,78.67804878,97.86821,40.345,18611000,45.31939,41.62878,96.02126,1.145596,1.39,27.38808,0.064836384,0,1.152676331,3.12743665,0.880259098,0,0,0,0,1.08865525244795
3,"Belgium","BEL",2002,43925.60432,43058.45428,43382.46062,10332785,6.90899992,78.07560976,341.2412,2.759,6720000,70.8313,65.25385,94.42255,1.640003,1.65,23.78734,7.045850148,1,1.25198916,3.465450305,0.752480191,0,0,0,0,1.08547311767811
4,"Canada","CAN",2002,38324.21357,37345.5419,37461.26445,31360079,7.664999962,79.4902439,3.448622,20.112,20057000,40.20129,35.7753,95.86978,0.840777,1.5014,27.96935,3.230609335,0,2.303577116,3.94521854,0.309869788,0,0,0,0,1.12371636296551
5,"Chile","CHL",2002,15787.42394,15152.57002,15477.77288,15684409,10.16800022,76.894,21.09446,13.394,1412000,32.80393,30.58979,97.78586,3.392073,1.972,31.966,3.656495171,0,2.000617675,4.094287354,2.146189438,0,0,0,0,1.07238166721641
6,"Colombia","COL",2002,9227.36273,9131.627158,9140.462895,40875360,15.63300037,73.517,36.84124,25.203,567000,14.81557,18.16707,103.3515,5.968191,2.458,27.52901,2.178065257,0,0.950715908,1.287367948,0.096759724,0,0,0,0,0.815517857309957
7,"Czech Republic","CZE",2002,26349.0441,25045.2268,25870.75271,10196916,7.019000053,75.22195122,131.9647,26.191,4743000,45.12415,46.40183,101.2777,2.715459,1.17,33.26355,10.37300569,0,1.848772611,4.559530331,3.296140656,0,0,0,0,0.972464879079123
8,"Denmark","DNK",2002,49322.38094,49023.7821,49250.53391,5375931,4.274000168,76.89512195,126.7012,14.75,3436000,45.70448,38.8525,93.14802,2.347647,1.72,22.65574,2.480308516,0,0.145880704,3.400684565,0.462534318,0,0,0,0,1.17635879287047
9,"Estonia","EST",2002,20415.738,17809.206,18994.7307,1379350,10.02600002,70.90487805,32.53951,30.884,1362000,57.92065,65.3226,106.5429,4.813731,1.36,25.47475,4.587809079,0,7.481060382,9.575212427,6.656808692,0,0,0,0,0.886686231105314
10,"Finland","FIN",2002,41476.25927,39930.17045,40879.06455,5200598,10.42300034,78.1195122,17.07409,17.497,2043000,39.135,30.16446,90.93315,0.944311,1.72,30.10991,5.792664554,0,1.460881627,5.554001135,2.376383818,0,0,0,0,1.29738772051613
11,"France","FRA",2002,40555.95756,39896.89575,40393.28978,61805267,8.701999664,79.26097561,112.8725,23.62,77012000,27.53105,25.54097,98.00992,2.067426,1.88,20.64945,3.449839003,1,0.402709914,3.214297711,1.244192104,0,0,0,0,1.07791716602776
12,"Germany","DEU",2002,43353.06865,42858.01898,43512.37299,82488495,8.482000351,78.22926829,236.4516,24.626,17969000,32.59258,28.34231,95.74973,1.378619,1.34,26.37872,2.478372661,0,-0.36611274,2.75592867,1.526794804,0,0,0,0,1.14996201791597
13,"Greece","GRC",2002,31502.40523,29369.7189,30424.57723,10902022,9.975000381,78.64146341,84.57736,26.697,14180000,20.11285,30.23614,110.1233,3.348771,1.28,19.43872,0.022219552,0,3.542622777,3.495563601,3.591652806,0,0,0,0,0.665192382360976
14,"Hungary","HUN",2002,21417.94714,19547.19716,20390.28569,10158608,5.607999802,72.34878049,113.352,34.919,NA,58.13697,60.18314,102.0462,8.091514,1.3,26.70837,5.38897593,0,5.039956141,4.750944768,4.313091624,0,0,0,0,0.966000943121279
15,"Iceland","ISL",2002,41531.72308,40594.82374,41620.58504,287523,2.987999916,80.50243902,2.86806,7.338,285000,35.53199,34.01343,98.48144,5.853848,1.93,22.15992,0.98879972,0,-0.213506615,3.46521237,2.526827769,0,0,0,0,1.04464589428352
16,"Ireland","IRL",2002,51818.24239,48017.4607,49753.53796,3931947,4.215000153,77.63414634,57.07573,40.351,6476000,90.47499,73.29055,84.65557,5.249457,1.97,35.0765,22.91819083,0,4.149864525,7.996473255,3.61551245,0,0,0,0,1.23447006469456
17,"Israel","ISR",2002,30249.28235,31568.04344,30869.28453,6570000,12.88799953,79.45121951,303.6044,8.67,861900,32.88552,35.79982,102.9143,4.368591,2.89,21.50341,1.306514183,0,-2.008476051,4.653043447,-2.213500828,0,0,0,0,0.918594562765958
18,"Italy","ITA",2002,44115.58971,43250.21019,44069.4228,57059007,9.206999779,80.22926829,194.0057,32.618,39799000,24.40747,23.65046,99.24299,3.274342,1.27,24.02951,1.356669002,0,0.104759514,3.739946533,1.894123995,0,0,0,0,1.03200825692185
19,"Japan","JPN",2002,35538.02048,35520.27153,35578.77181,127445000,5.400000095,81.56341463,349.6433,18.353,5239000,11.01822,9.66739,98.64919,-1.45829,1.32,30.53965,0.280851696,3,-0.114538322,2.607851315,0.164695475,0,0,0,0,1.13973057878083
20,"Korea, Rep.","KOR",2002,24681.71655,22277.20089,23107.34153,47644736,3.299999952,76.76585366,492.2485,19.701,5347000,29.77275,28.58028,98.61115,3.060493,1.166,32.81275,0.872879108,2,7.10433311,8.15268966,4.051006403,0,0,0,0,1.04172352405225
21,"Latvia","LVA",2002,15003.03819,12854.61902,13844.56142,2310173,13.82900047,70.96097561,37.14343,32.15,848000,36.64341,46.79939,110.156,5.095264,1.26,22.65701,1.679869481,0,8.367739023,6.617989304,7.701063702,0,0,0,0,0.782989051780376
22,"Lithuania","LTU",2002,16069.37836,13901.87083,14931.41943,3443067,13.00800037,71.76097561,54.93087,33.172,1428000,47.34211,53.01777,105.6757,0.316685,1.23,26.24844,4.627916817,0,7.621237439,4.564578703,7.405827694,0,0,0,0,0.892947968200096
23,"Luxembourg","LUX",2002,100282.7172,96340.29743,97610.65344,446175,2.621000051,77.96585366,183.6111,14.701,885000,141.9646,116.8785,74.91393,1.680807,1.63,15.95815,17.96712096,0,2.737471487,6.794699831,1.318613334,0,0,0,0,1.21463400026523
24,"Mexico","MEX",2002,17219.2785,17783.12496,17464.29067,101684758,3.003000021,74.922,52.30832,24.635,19667000,22.55249,24.14542,100.7455,5.503366,2.623,32.71036,3.11551958,0,-1.402932265,3.440985879,-1.792903613,0,0,0,0,0.93402765410583
25,"Netherlands","NLD",2002,48184.05121,47645.39933,48387.45648,16148929,2.553999901,78.29268293,478.3451,20.887,9595000,60.14842,53.30898,93.16055,3.770541,1.73,21.14751,5.403792763,1,-0.420367773,3.45353824,1.557458148,0,0,0,0,1.12829808411266
26,"New Zealand","NZL",2002,33760.35033,31903.16476,32816.05409,3948500,5.282000065,78.84634146,14.99563,13.839,2026000,32.84707,29.80892,96.96259,0.330176,1.89,23.85838,4.275332532,0,2.871734329,2.302208272,2.856276446,0,0,0,0,1.10192083443479
27,"Norway","NOR",2002,57526.19595,56137.23112,57012.71867,4538159,4.021999836,78.98780488,12.42501,23.267,3111000,40.37313,27.23728,86.86415,-1.63232,1.75,33.23449,1.540348018,1,0.900636375,2.537301756,1.559548852,0,0,0,0,1.48227466178708
28,"Poland","POL",2002,16770.12242,16220.02911,16426.98035,38230364,19.89500046,74.49756098,124.8175,38.213,13980000,28.75822,32.16624,103.4081,1.849216,1.25,26.72421,2.05908339,0,2.088899283,5.65722347,1.275903178,0,0,0,0,0.894049786359861
29,"Portugal","PRT",2002,30862.44791,30421.18471,30794.53284,10419631,4.497000217,77.06585366,113.8757,44.334,5560000,27.07336,35.2349,108.1615,4.189782,1.46,23.49699,0.438216202,0,0.220542604,3.089053832,1.227263608,0,0,0,0,0.768367726316805
30,"Slovak Republic","SVK",2002,17396.99891,16086.44697,16640.29159,5376912,18.72100067,73.60487805,111.7861,43.987,1399000,56.9705,63.40339,106.4329,3.937825,1.19,29.24033,11.99088133,0,4.547440287,1.303575594,3.442926965,0,0,0,0,0.898540283098427
31,"Slovenia","SVN",2002,28118.19574,26393.46361,27199.55277,1994530,5.921999931,76.00731707,99.03327,49.143,1302000,52.32119,51.33009,99.0089,7.581686,1.21,29.96706,7.874877243,0,3.377419401,3.365875016,3.05412421,0,0,0,0,1.01930836279461
32,"Spain","ESP",2002,36409.35054,34826.28874,35945.63388,41431558,11.14599991,79.56829268,83.02252,23.467,50331000,26.55399,28.54518,101.9912,4.0846,1.25,27.74577,5.579816518,0,1.290050047,4.776451415,3.214081018,0,0,0,0,0.930244265406629
33,"Sweden","SWE",2002,42317.82025,41052.50896,41543.44421,8924958,4.965000153,79.84634146,21.75015,15.867,4276000,41.24709,35.97156,94.82642,1.549729,1.65,25.61486,6.888405483,0,1.864873974,4.598254794,1.177501892,0,0,0,0,1.14665836010448
34,"Switzerland","CHE",2002,58648.73802,58603.61051,58998.14111,7284753,2.924000025,80.38536585,184.3215,26.599,6868000,48.93699,42.21605,93.27911,-0.25365,1.39,26.50841,2.739744533,0,-0.592227667,3.354383729,0.67337177,0,0,0,0,1.1592034309226
35,"Turkey","TUR",2002,15030.12419,15469.83788,14331.72129,65145367,10.3579998,71.078,84.64505,34.026,12790000,24.46069,22.99984,98.53915,37.57443,2.4,24.61117,0.453805521,0,4.873126414,5.033387836,-7.357004008,0,0,0,0,1.06351565923937
36,"United Kingdom","GBR",2002,39854.75109,38131.37306,39114.66648,59370479,5.037000179,78.14390244,245.4035,20.953,22307000,24.11144,26.68719,102.5758,2.112972,1.63,21.72256,5.030086554,1,1.892089789,3.068548094,2.578699221,0,0,0,0,0.90348365639095
37,"United States","USA",2002,50640.61436,50235.82309,50237.65618,287625193,5.782999992,76.93658537,31.39355,20.591,43581000,9.132249,13.02202,103.8898,1.581763,2.0205,20.64126,1.015460357,3,0.802103852,2.975208626,0.003648979,0,0,0,0,0.701292810178452
38,"Brazil","BRA",2002,11796.97055,11597.14334,11598.69385,179537520,9.37100029,70.813,21.48056,18.12,3785000,14.23059,13.38777,99.15718,9.798112,2.163,22.49533,3.2653199,0,1.709474389,2.911826443,0.013369738,0,0,0,0,1.06295447262688
39,"China","CHN",2002,3990.835898,3422.891034,3681.517892,1280400000,4.243000031,72.061,136.3838,61.575,36803000,22.64475,20.10266,97.93009,0.604851,1.6,44.45058,3.609099885,0,8.401915061,7.640001655,7.555801672,0,0,0,0,1.12645540440917
40,"India","IND",2002,2705.03987,2572.436816,2650.314193,1093317189,5.718999863,63.304,367.7253,71.756,2384000,14.26438,15.24428,101.5589,3.715684,3.176,27.66065,1.011571805,0,2.064875058,2.021088695,3.027377624,0,0,0,0,0.935720152083273
41,"Indonesia","IDN",2002,5995.172668,5688.295069,5815.438767,217357793,6.604000092,66.321,119.9831,56.432,5033000,32.68762,26.39184,96.28377,5.896052,2.511,47.74533,0.074151638,0,3.090633543,3.482209125,2.235181135,0,0,0,0,1.2385502488648
42,"South Africa","ZAF",2002,10469.18908,10088.85337,10224.02288,46150913,33.47299957,54.31,38.0441,42.102,6430000,31.78084,27.9838,95.86228,12.20528,2.624,29.69304,1.281411708,0,2.397942551,2.742090718,1.339790661,0,0,0,0,1.13568707609403
43,"Costa Rica","CRI",2002,12453.95371,12057.79295,12256.86957,4100925,6.334000111,77.74,80.3158,38.247,1113000,39.40046,41.37415,101.9737,9.861003,2.195,24.67014,4.381590918,0,1.607948413,1.816916923,1.651020457,0,0,0,0,0.952296542648006
44,"Russian Federation","RUS",2002,16385.25072,14759.2208,15577.88245,145306046,7.875,65.12878049,8.870434,26.659,23309000,35.21259,24.43285,89.13162,15.66191,1.286,29.05639,1.005535945,0,5.182746813,10.463718,5.546717048,0,0,0,0,1.4411986321694
1,"Australia","AUS",2003,40623.66352,38870.6746,39935.61035,19895400,5.928999901,80.23902439,2.589771,15.657,4746000,19.09509,21.20106,102.1058,3.113575,1.748,24.06312,1.926147053,1,1.722906343,0.565713356,2.739689402,0,0,0,0,0.900666759114874
2,"Austria","AUT",2003,47895.21912,47136.87133,47680.20688,8121423,4.778999805,78.63170732,98.34612,40.625,19078000,44.57041,41.81697,97.47176,1.307553,1.38,27.49838,2.367260905,0,0.450946527,0.880259098,1.152676331,0,0,0,0,1.06584503850949
3,"Belgium","BEL",2003,44196.12034,43382.46062,43925.60432,10376133,7.679999828,78.12926829,342.6728,2.704,6690000,69.03651,63.67904,94.64254,1.850118,1.67,23.22665,10.8888653,1,0.615850408,0.752480191,1.25198916,0,0,0,0,1.08413239269939
4,"Canada","CAN",2003,39427.78608,37461.26445,38324.21357,31644028,7.573999882,79.74146341,3.479847,20.033,17534000,36.99646,33.09081,96.37836,1.258028,1.5251,28.3049,0.785738558,0,2.879569871,0.309869788,2.303577116,0,0,0,0,1.11802823805159
5,"Chile","CHL",2003,16261.96712,15477.77288,15787.42394,15849652,9.765000343,77.146,21.3167,13.335,1614000,35.65905,30.65724,94.9982,4.578858,1.943,33.41272,5.322995327,0,3.005830357,2.146189438,2.000617675,0,0,0,0,1.16315265170642
6,"Colombia","COL",2003,9448.260216,9140.462895,9227.36273,41483869,14.18900013,73.777,37.3897,24.789,625000,16.5753,19.94088,103.3656,6.829015,2.395,28.90378,1.817908249,0,2.393939549,0.096759724,0.950715908,0,0,0,0,0.831222092505446
7,"Czech Republic","CZE",2003,27306.21146,25870.75271,26349.0441,10193998,7.544000149,75.17073171,131.927,26.26,5076000,46.90732,48.10787,101.2005,1.156069,1.18,32.62802,2.028840475,0,3.632645492,3.296140656,1.848772611,0,0,0,0,0.975044623675918
8,"Denmark","DNK",2003,49380.26477,49250.53391,49322.38094,5390574,5.397999763,77.14390244,127.0463,14.64,3474000,43.83841,37.0433,93.20489,1.48183,1.76,22.16299,0.543258463,0,0.11735814,0.462534318,0.145880704,0,0,0,0,1.18343695081162
9,"Estonia","EST",2003,22098.79669,18994.7307,20415.738,1370720,11.28800011,71.31707317,32.33593,31.011,1462000,57.14132,65.59052,108.312,3.895984,1.37,26.10305,10.51106368,0,8.243927473,6.656808692,7.481060382,0,0,0,0,0.871182603827504
10,"Finland","FIN",2003,42206.55506,40879.06455,41476.25927,5213014,10.46899986,78.36829268,17.11486,17.362,2047000,37.32084,30.73496,92.97722,0.190005,1.76,29.52902,3.482934135,0,1.760756111,2.376383818,1.460881627,0,0,0,0,1.21427976480204
11,"France","FRA",2003,40601.00458,40393.28978,40555.95756,62244886,8.305999756,79.11463415,113.6131,23.368,75048000,26.11197,24.68586,98.5739,1.859368,1.89,20.19181,2.301072654,1,0.11107373,1.244192104,0.402709914,0,0,0,0,1.05777031871687
12,"Germany","DEU",2003,43019.90616,43512.37299,43353.06865,82534176,9.779000282,78.3804878,236.6164,24.423,18399000,32.81171,29.03761,96.22589,1.334945,1.34,26.18678,2.620117979,0,-0.768486532,1.526794804,-0.36611274,0,0,0,0,1.12997281801085
13,"Greece","GRC",2003,33248.3822,30424.57723,31502.40523,10928070,9.411999702,78.84146341,84.77944,26.311,13969000,18.54458,29.64547,111.1008,3.453574,1.29,20.51752,0.697334053,0,5.542360824,3.591652806,3.542622777,0,0,0,0,0.625545150743098
14,"Hungary","HUN",2003,22356.71438,20390.28569,21417.94714,10129552,5.789999962,72.3,113.0278,34.511,NA,56.33316,60.27302,103.9399,5.443977,1.27,26.27362,4.873871925,0,4.383086901,4.313091624,5.039956141,0,0,0,0,0.934633107815072
15,"Iceland","ISL",2003,42180.60614,41620.58504,41531.72308,289521,3.996999979,80.96341463,2.88799,7.211,317000,32.662,35.62469,102.9627,0.490474,1.99,21.17685,2.938089953,0,1.562379059,2.526827769,-0.213506615,0,0,0,0,0.916836048257543
16,"Ireland","IRL",2003,52520.5964,49753.53796,51818.24239,3996521,4.478000164,78.13902439,58.01308,40.075,6764000,80.85204,65.70021,86.51324,3.92014,1.96,32.22006,13.86696034,0,1.355418435,3.61551245,4.149864525,0,0,0,0,1.23062072404335
17,"Israel","ISR",2003,29996.33062,30869.28453,30249.28235,6689700,13.50500011,79.64878049,309.1359,8.607,1063000,34.63119,35.388,100.7568,-0.20948,2.95,21.89755,2.616448909,0,-0.8362239,-2.213500828,-2.008476051,0,0,0,0,0.978613936927772
18,"Italy","ITA",2003,43980.81271,44069.4228,44115.58971,57313203,8.866000175,79.98292683,194.8501,32.499,39604000,23.30219,22.84665,99.54446,3.147808,1.29,23.47936,1.243397304,0,-0.305508789,1.894123995,0.104759514,0,0,0,0,1.01993902826016
19,"Japan","JPN",2003,36003.9955,35578.77181,35538.02048,127718000,5.300000191,81.76,350.3923,16.804,5212000,11.63929,9.943836,98.30454,-1.61698,1.29,30.4154,0.197305674,3,1.311201372,0.164695475,-0.114538322,0,0,0,0,1.1705030131229
20,"Korea, Rep.","KOR",2003,25274.34265,23107.34153,24681.71655,47892330,3.599999905,77.21463415,494.7555,19.348,4753000,31.39784,29.77676,98.10904,3.395062,1.18,33.11126,0.997556155,2,2.614039827,4.051006403,7.10433311,0,0,0,0,1.05444111447988
21,"Latvia","LVA",2003,16426.73558,13844.56142,15003.03819,2287955,12.06099987,71.26585366,36.78621,32.2,971000,36.17021,48.73141,112.5612,4.943179,1.32,21.37836,2.699115096,0,9.489393882,7.701063702,8.367739023,0,0,0,0,0.74223606499381
22,"Lithuania","LTU",2003,17907.73164,14931.41943,16069.37836,3415213,12.8739996,72.06097561,54.48649,33.263,1491000,46.16972,51.95623,105.7865,-0.80797,1.26,27.82678,1.156218321,0,11.44010204,7.405827694,7.621237439,0,0,0,0,0.88862721563901
23,"Luxembourg","LUX",2003,100685.6136,97610.65344,100282.7172,451630,3.674999952,77.72682927,185.856,14.257,867000,138.9002,115.2008,76.30059,2.682817,1.62,16.15927,14.51790944,0,0.401760528,1.318613334,2.737471487,0,0,0,0,1.20572252970465
24,"Mexico","MEX",2003,17231.72155,17464.29067,17219.2785,103081020,3.454999924,75.118,53.02658,24.318,18665000,24.36044,25.84525,102.3568,4.039456,2.579,31.19108,2.498643439,0,0.072262315,-1.792903613,-1.402932265,0,0,0,0,0.942549985006916
25,"Netherlands","NLD",2003,48031.89095,48387.45648,48184.05121,16225302,3.592999935,78.49268293,480.6073,19.659,9181000,59.28414,52.63587,93.35173,2.170279,1.75,20.77865,3.534331981,1,-0.315789668,1.557458148,-0.420367773,0,0,0,0,1.12630683220397
26,"New Zealand","NZL",2003,34611.01423,32816.05409,33760.35033,4027200,4.750999928,79.14634146,15.29452,13.779,2086000,29.83973,28.07504,98.23393,2.230331,1.93,23.25781,-3.811793238,0,2.506762998,2.856276446,2.871734329,0,0,0,0,1.06285618827257
27,"Norway","NOR",2003,57710.26095,57012.71867,57526.19595,4564855,4.221000195,79.3902439,12.4981,22.916,3269000,39.63017,26.92265,87.29248,2.865037,1.8,33.39478,1.826185306,1,0.319967274,1.559548852,0.900636375,0,0,0,0,1.47200108458863
28,"Poland","POL",2003,17379.27646,16426.98035,16770.12242,38204570,19.37000084,74.59756098,124.7537,38.324,13720000,33.3913,36.04601,102.6547,0.766547,1.22,27.52485,2.469277139,0,3.632387365,1.275903178,2.088899283,0,0,0,0,0.926352181559069
29,"Portugal","PRT",2003,30460.69845,30794.53284,30862.44791,10458821,6.131999969,77.2195122,114.3041,43.713,5383000,27.36719,33.77176,106.4046,3.427154,1.44,22.62972,6.280810728,0,-1.301741478,1.227263608,0.220542604,0,0,0,0,0.810357233380789
30,"Slovak Republic","SVK",2003,18365.75912,16640.29159,17396.99891,5373374,17.12000084,73.60487805,111.6893,44.137,1387000,62.33435,62.81333,100.479,5.325282,1.2,30.58216,2.070207455,0,5.568547823,3.442926965,4.547440287,0,0,0,0,0.992374548523379
31,"Slovenia","SVN",2003,28933.11651,27199.55277,28118.19574,1995733,6.479000092,76.85853659,99.093,48.918,1373000,51.00359,51.32103,100.3174,5.64045,1.2,30.24666,1.807339922,0,2.89819724,3.05412421,3.377419401,0,0,0,0,0.993814621413483
32,"Spain","ESP",2003,36823.05297,35945.63388,36409.35054,42187645,11.28299999,79.6195122,84.50881,23.222,50854000,25.62891,27.83478,102.2059,3.933545,1.3,27.4212,3.395380889,0,1.136253252,3.214081018,1.290050047,0,0,0,0,0.920751304662728
33,"Sweden","SWE",2003,43106.99193,41543.44421,42317.82025,8958229,5.554999828,80.09512195,21.83124,15.804,4268000,40.3257,34.91989,94.8428,1.712151,1.71,25.19993,1.796893434,0,1.929830384,1.177501892,1.864873974,0,0,0,0,1.15480604320346
34,"Switzerland","CHE",2003,58238.25688,58998.14111,58648.73802,7339001,4.116000175,80.53658537,185.6988,26.573,6530000,48.10844,41.42146,93.31309,1.126894,1.39,26.11353,5.588049222,0,-0.699890161,0.67337177,-0.592227667,0,0,0,0,1.16143757366351
